complexity,forecasting_method_name,root_10,to_predict_10,forecasted_10,sort_simi_percen_10,gral_simi_percen_10,forecasting_method_name,root_25,to_predict_25,forecasted_25,sort_simi_percen_25,gral_simi_percen_25,forecasting_method_name,root_50,to_predict_50,forecasted_50,sort_simi_percen_50,gral_simi_percen_50,forecasting_method_name,root_75,to_predict_75,forecasted_75,sort_simi_percen_75,gral_simi_percen_75,seq
3,lag-llama,"[6, 28, 496, 8128, 130816, 2096128]","[6, 28, 496, 8128, 130816, 2096128]","[16707, -36730, 16669, 7305, -36482, -4704]",0,0,lag-llama,"[6, 28, 496, 8128, 130816]",[2096128],[6954],0,0,lag-llama,"[6, 28, 496]","[8128, 130816, 2096128]","[26, 39, 41]",0,0,lag-llama,"[6, 28]","[496, 8128, 130816, 2096128]","[0, 0, 0, 0]",0,0,"6, 28, 496, 8128, 130816, 2096128"
3,lag-llama,"[0, 0, 2, 3, 5, 7, 11, 15, 22]",[30],[14],0,0,lag-llama,"[0, 0, 2, 3, 5, 7, 11, 15]","[22, 30]","[12, 7]",0,0,lag-llama,"[0, 0, 2, 3, 5]","[7, 11, 15, 22, 30]","[4, 3, 3, 4, 2]",0,0,lag-llama,"[0, 0, 2]","[3, 5, 7, 11, 15, 22, 30]","[0, 0, 0, 0, 0, 0, 0]",0,0,"0, 0, 2, 3, 5, 7, 11, 15, 22, 30"
3,lag-llama,"[3, 37, 67, 101, 137, 199, 269, 307, 353]",[389],[262],0,0,lag-llama,"[3, 37, 67, 101, 137, 199, 269, 307]","[353, 389]","[237, 286]",0,0,lag-llama,"[3, 37, 67, 101, 137]","[199, 269, 307, 353, 389]","[104, 105, 99, 82, 95]",0,0,lag-llama,"[3, 37, 67]","[101, 137, 199, 269, 307, 353, 389]","[42, 9, 42, 41, 77, 21, 71]",0,0,"3, 37, 67, 101, 137, 199, 269, 307, 353, 389"
3,lag-llama,"[1, 2, 145, 40585]","[1, 2, 145, 40585]","[114, -44, 247, 114]",0,0,lag-llama,"[1, 2, 145]",[40585],[2],0,0,lag-llama,"[1, 2]","[145, 40585]","[0, 0]",0,0,lag-llama,[1],"[2, 145, 40585]","[0, 0, 0]",0,0,"1, 2, 145, 40585"
3,lag-llama,"[19, 31, 61, 89, 107, 127, 521, 607, 1279]",[2203],[696],0,0,lag-llama,"[19, 31, 61, 89, 107, 127, 521, 607]","[1279, 2203]","[591, 282]",0,0,lag-llama,"[19, 31, 61, 89, 107]","[127, 521, 607, 1279, 2203]","[94, 80, 108, 79, 81]",0,0,lag-llama,"[19, 31, 61]","[89, 107, 127, 521, 607, 1279, 2203]","[30, 21, 34, 26, 16, 25, 30]",0,0,"19, 31, 61, 89, 107, 127, 521, 607, 1279, 2203"
3,lag-llama,"[2, 3, 7, 42, 1806, 3263442]","[2, 3, 7, 42, 1806, 3263442]","[244, 768, 1106, 270, -209, 110]",0,0,lag-llama,"[2, 3, 7, 42, 1806]",[3263442],[29],0,0,lag-llama,"[2, 3, 7]","[42, 1806, 3263442]","[2, 2, 2]",0,0,lag-llama,"[2, 3]","[7, 42, 1806, 3263442]","[0, 0, 0, 0]",0,0,"2, 3, 7, 42, 1806, 3263442"
3,lag-llama,"[2, 3, 5, 7, 11, 13, 17, 19, 23]",[29],[18],0,0,lag-llama,"[2, 3, 5, 7, 11, 13, 17, 19]","[23, 29]","[15, 17]",0,0,lag-llama,"[2, 3, 5, 7, 11]","[13, 17, 19, 23, 29]","[7, 7, 8, 5, 6]",0,0,lag-llama,"[2, 3, 5]","[7, 11, 13, 17, 19, 23, 29]","[2, 2, 2, 2, 3, 2, 2]",0,0,"2, 3, 5, 7, 11, 13, 17, 19, 23, 29"
3,lag-llama,"[1, 8, 10, 18, 19, 100, 101, 108, 109]",[110],[105],0,0,lag-llama,"[1, 8, 10, 18, 19, 100, 101, 108]","[109, 110]","[101, 97]",0,0,lag-llama,"[1, 8, 10, 18, 19]","[100, 101, 108, 109, 110]","[27, 23, 19, 7, 11]",0,0,lag-llama,"[1, 8, 10]","[18, 19, 100, 101, 108, 109, 110]","[3, 6, 7, 1, 7, 11, 8]",0,0,"1, 8, 10, 18, 19, 100, 101, 108, 109, 110"
3,lag-llama,"[0, 1, 1, 2, 1, 2, 2, 3, 1]",[3],[3],100,100,lag-llama,"[0, 1, 1, 2, 1, 2, 2, 3]","[1, 3]","[2, 2]",0,0,lag-llama,"[0, 1, 1, 2, 1]","[2, 2, 3, 1, 3]","[3, 3, 1, 2, 2]",0,100,lag-llama,"[0, 1, 1]","[2, 1, 2, 2, 3, 1, 3]","[0, 1, 1, 1, 1, 1, 1]",28.57142857,25,"0, 1, 1, 2, 1, 2, 2, 3, 1, 3"
3,lag-llama,"[0, 1, 1, 2, 2, 4, 2, 6, 4]",[6],[6],100,100,lag-llama,"[0, 1, 1, 2, 2, 4, 2, 6]","[4, 6]","[2, 3]",0,0,lag-llama,"[0, 1, 1, 2, 2]","[4, 2, 6, 4, 6]","[1, 2, 3, 2, 2]",20,20,lag-llama,"[0, 1, 1]","[2, 2, 4, 2, 6, 4, 6]","[0, 1, 1, 1, -1, 1, 1]",0,0,"0, 1, 1, 2, 2, 4, 2, 6, 4, 6"
3,lag-llama,"[2, 3, 5, 7, 11, 13, 17, 19, 23]",[29],[18],0,0,lag-llama,"[2, 3, 5, 7, 11, 13, 17, 19]","[23, 29]","[15, 19]",0,0,lag-llama,"[2, 3, 5, 7, 11]","[13, 17, 19, 23, 29]","[6, 6, 7, 4, 7]",0,0,lag-llama,"[2, 3, 5]","[7, 11, 13, 17, 19, 23, 29]","[2, 2, 1, 2, 2, 2, 3]",0,0,"2, 3, 5, 7, 11, 13, 17, 19, 23, 29"
3,lag-llama,"[1, 4, 2, 1, 3, 5, 9, 2, 6]",[5],[2],0,0,lag-llama,"[1, 4, 2, 1, 3, 5, 9, 2]","[6, 5]","[8, 8]",0,0,lag-llama,"[1, 4, 2, 1, 3]","[5, 9, 2, 6, 5]","[1, 1, -1, 1, 1]",0,0,lag-llama,"[1, 4, 2]","[1, 3, 5, 9, 2, 6, 5]","[2, 4, 3, 2, 6, 3, 7]",0,37.5,"1, 4, 2, 1, 3, 5, 9, 2, 6, 5"
3,lag-llama,"[1, 7, 3, 2, 0, 5, 0, 7, 9]",[8],[8],100,100,lag-llama,"[1, 7, 3, 2, 0, 5, 0, 7]","[9, 8]","[1, 0]",0,0,lag-llama,"[1, 7, 3, 2, 0]","[5, 0, 7, 9, 8]","[2, 2, 2, 2, 2]",0,0,lag-llama,"[1, 7, 3]","[2, 0, 5, 0, 7, 9, 8]","[8, 9, 8, 7, 6, 5, 7]",0,57.14285714,"1, 7, 3, 2, 0, 5, 0, 7, 9, 8"
3,lag-llama,"[1, 0, 1, 2, 3, 1, 6, 11]","[1, 0, 1, 2, 3, 1, 6, 11]","[6, 5, 4, 13, 5, 3, 10, 1]",0,30,lag-llama,"[1, 0, 1, 2, 3, 1]","[6, 11]","[2, 2]",0,0,lag-llama,"[1, 0, 1, 2]","[3, 1, 6, 11]","[1, 1, 1, 1]",25,25,lag-llama,"[1, 0]","[1, 2, 3, 1, 6, 11]","[0, 0, 0, 0, 0, 0]",0,0,"1, 0, 1, 2, 3, 1, 6, 11"
3,lag-llama,"[1, 1, 1, 3, 7, 15, 31, 63]","[1, 1, 1, 3, 7, 15, 31, 63]","[32, 31, 27, 50, 33, 34, 35, 32]",0,8.333333333,lag-llama,"[1, 1, 1, 3, 7, 15]","[31, 63]","[5, 6]",0,0,lag-llama,"[1, 1, 1, 3]","[7, 15, 31, 63]","[1, 1, 1, 1]",0,0,lag-llama,"[1, 1]","[1, 3, 7, 15, 31, 63]","[0, 0, 0, 0, 0, 0]",0,0,"1, 1, 1, 3, 7, 15, 31, 63"
3,lag-llama,"[3, 5, 11, 17, 31, 41, 59, 67]","[3, 5, 11, 17, 31, 41, 59, 67]","[60, 59, 66, 59, 62, 67, 64, 59]",0,16.66666667,lag-llama,"[3, 5, 11, 17, 31, 41]","[59, 67]","[39, 30]",0,0,lag-llama,"[3, 5, 11, 17]","[31, 41, 59, 67]","[13, 10, 9, 9]",0,0,lag-llama,"[3, 5]","[11, 17, 31, 41, 59, 67]","[0, 0, 0, 0, 0, 0]",0,0,"3, 5, 11, 17, 31, 41, 59, 67"
3,lag-llama,"[1, 2, 3, 4, 6, 8, 11, 13]","[1, 2, 3, 4, 6, 8, 11, 13]","[12, 8, 11, 14, 12, 12, 11, 13]",25,30,lag-llama,"[1, 2, 3, 4, 6, 8]","[11, 13]","[9, 5]",0,0,lag-llama,"[1, 2, 3, 4]","[6, 8, 11, 13]","[3, 3, 3, 2]",0,0,lag-llama,"[1, 2]","[3, 4, 6, 8, 11, 13]","[0, 0, 0, 0, 0, 0]",0,0,"1, 2, 3, 4, 6, 8, 11, 13"
3,lag-llama,"[1, 0, 1, 1, 2, 3, 6, 11]","[1, 0, 1, 1, 2, 3, 6, 11]","[8, 4, 7, 1, 6, 3, 7, 7]",25,33.33333333,lag-llama,"[1, 0, 1, 1, 2, 3]","[6, 11]","[1, 1]",0,0,lag-llama,"[1, 0, 1, 1]","[2, 3, 6, 11]","[1, 1, 1, 1]",0,0,lag-llama,"[1, 0]","[1, 1, 2, 3, 6, 11]","[0, 0, 0, 0, 0, 0]",0,0,"1, 0, 1, 1, 2, 3, 6, 11"
3,lag-llama,"[1093, 3511]","[1093, 3511]","[0, 0]",0,0,lag-llama,"[1093, 3511]","[1093, 3511]","[0, 0]",0,0,lag-llama,[1093],[3511],[0],0,0,lag-llama,[1093],[3511],[0],0,0,"1093, 3511"
3,lag-llama,"[5, 13, 563]","[5, 13, 563]","[9, 14, 10]",0,0,lag-llama,"[5, 13, 563]","[5, 13, 563]","[17, 8, 9]",0,0,lag-llama,"[5, 13]",[563],[0],0,0,lag-llama,[5],"[13, 563]","[0, 0]",0,0,"5, 13, 563"
